Age Group,Gender,Occupation,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Top Movie 1,Top Movie 2,Top Movie 3,Top Movie 4,Top Movie 5
56+,Male,Programmer,Like,Like,Like,Like,Neutral,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Dislike,Dislike,Like,Like,Like,Like,Like,District 9,True Grit,Split,Open Range,Inside Out
18-24,Male,Unemployed,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,Like,Like,Like,Dislike,Dislike,Like,Neutral,Neutral,Dislike,Like,The Lion King,The Hateful Eight,The Babadook,A Walk to Remember,Titanic
Under 18,Male,K-12 Student,Neutral,Like,Like,Like,Like,Dislike,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Like,Neutral,Like,Dislike,Shutter Island,National Treasure,King Kong,Ice Age,The Matrix
18-24,Female,Executive/Managerial,Dislike,Neutral,Neutral,Dislike,Like,Dislike,Dislike,Dislike,Like,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Neutral,Dislike,Harry Potter,Mystic River,Sunset Boulevard,The Hangover,Pan's Labyrinth
45-49,Female,Homemaker,Like,Like,Dislike,Dislike,Like,Dislike,Like,Neutral,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Like,Neutral,Neutral,The Social Dilemma,The Revenant,Free Solo,The Hobbit,The Golden Compass
56+,Male,Customer Service,Like,Like,Like,Like,Like,Dislike,Like,Dislike,Neutral,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Dislike,Shrek,Interstellar,Gone Girl,The Prestige,Chicago
50-55,Female,Executive/Managerial,Dislike,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Ex Machina,3:10 to Yuma,The Hateful Eight,Mamma Mia!,"The Good, the Bad and the Ugly"
45-49,Female,Homemaker,Neutral,Like,Like,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Eragon,The Ring,Out of the Past,Stardust,Brave
35-44,Male,Scientist,Neutral,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Like,Like,American Sniper,True Grit,Night and the City,Finding Nemo,The Matrix
Under 18,Male,Customer Service,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Like,Dislike,Neutral,Dislike,Neutral,Like,Neutral,Neutral,The Exorcist,Nightcrawler,The Chronicles of Narnia,Inside Job,Won’t You Be My Neighbor?
25-34,Male,Farmer,Neutral,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Dislike,Like,Dislike,National Treasure,The Jungle Book,Fahrenheit 9/11,The King's Speech,Indiana Jones
25-34,Male,Tradesman/Craftsman,Like,Neutral,Like,Dislike,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Inside Job,The Bourne Ultimatum,The Ring,Pan's Labyrinth,Tombstone
18-24,Male,Academic/Educator,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Free Solo,Napoleon Dynamite,Ice Age,Hereditary,The Prestige
35-44,Female,College/Grad Student,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Bolt,Prisoners,The Greatest Showman,Finding Nemo,Moana
25-34,Male,Writer,Like,Like,Neutral,Neutral,Like,Dislike,Dislike,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Dislike,Dislike,Into the Woods,Gone Girl,Die Hard,The Matrix,The Hobbit
Under 18,Male,Lawyer,Neutral,Like,Dislike,Neutral,Neutral,Dislike,Like,Like,Neutral,Neutral,Dislike,Like,Dislike,Neutral,Dislike,Neutral,Like,Dislike,National Treasure,The Green Mile,Free Solo,Les Misérables,The Pursuit of Happyness
50-55,Female,Writer,Neutral,Like,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Dislike,Like,Dislike,Like,Like,Neutral,Neutral,Ex Machina,Interstellar,Up,Split,Seven
35-44,Male,Homemaker,Neutral,Like,Neutral,Like,Like,Dislike,Like,Neutral,Dislike,Like,Neutral,Dislike,Neutral,Like,Like,Dislike,Neutral,Like,Minority Report,Ice Age,Blackfish,The Lord of the Rings,Bolt
56+,Male,Writer,Dislike,Like,Like,Dislike,Neutral,Like,Dislike,Like,Neutral,Like,Dislike,Dislike,Neutral,Like,Dislike,Like,Neutral,Like,Silver Linings Playbook,The Notebook,Prisoners,True Grit,"The Good, the Bad and the Ugly"
50-55,Male,Farmer,Like,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,Dislike,Dislike,Neutral,Dislike,Like,Like,Like,Like,District 9,No Country for Old Men,Whiplash,Mad Max: Fury Road,The Bourne Ultimatum
18-24,Male,Self-Employed,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Neutral,Like,Neutral,Neutral,Dislike,The Lord of the Rings,Prisoners,National Treasure,The Sixth Sense,Moana
35-44,Male,Doctor/Health Care,Neutral,Neutral,Neutral,Dislike,Neutral,Like,Dislike,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,No Country for Old Men,Grease,La La Land,Nightcrawler,Gone Girl
35-44,Male,Self-Employed,Neutral,Like,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Like,Avatar,Inside Out,Frozen,The 40-Year-Old Virgin,No Country for Old Men
50-55,Male,Writer,Like,Neutral,Like,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Dislike,Like,The Exorcist,True Grit,Shrek,Unforgiven,Looper
Under 18,Male,College/Grad Student,Like,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Like,Like,Dislike,Like,Dislike,Neutral,The Third Man,American Beauty,The Girl with the Dragon Tattoo,Fight Club,The Sixth Sense
Under 18,Female,Doctor/Health Care,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Neutral,Like,Like,Like,Neutral,Gone Girl,Zodiac,Zootopia,Up,Pirates of the Caribbean
45-49,Female,Tradesman/Craftsman,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Dislike,A Quiet Place,Laura,Arrival,Napoleon Dynamite,Ratatouille
Under 18,Female,Technician/Engineer,Like,Neutral,Like,Like,Like,Like,Dislike,Dislike,Like,Like,Like,Neutral,Like,Dislike,Neutral,Dislike,Neutral,Dislike,A Quiet Place,The Sixth Sense,Mad Max: Fury Road,The Blair Witch Project,The Others
35-44,Male,Artist,Neutral,Neutral,Like,Dislike,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Neutral,Get Out,Silver Linings Playbook,Minority Report,Inside Job,The Chronicles of Narnia
50-55,Male,Homemaker,Dislike,Dislike,Dislike,Neutral,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Like,Like,Step Brothers,Singin' in the Rain,The Thin Red Line,Out of the Past,The 40-Year-Old Virgin
35-44,Female,Technician/Engineer,Dislike,Like,Dislike,Like,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Like,Ice Age,Double Indemnity,Mystic River,Jiro Dreams of Sushi,The Social Dilemma
18-24,Male,Technician/Engineer,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Dislike,Neutral,Like,Like,Like,Like,The Magnificent Seven,Arrival,Oldboy,Ratatouille,Indiana Jones
45-49,Male,K-12 Student,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Neutral,Neutral,Like,Dislike,Dislike,Like,Like,Hereditary,Fahrenheit 9/11,Pride and Prejudice,True Grit,The Notebook
45-49,Male,Farmer,Like,Like,Neutral,Neutral,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Mystic River,Heat,Skyfall,Chicago,Laura
18-24,Male,Doctor/Health Care,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Dislike,Dislike,Neutral,Like,Dislike,Like,Like,Like,Like,Neutral,Saving Private Ryan,Blade Runner 2049,Mamma Mia!,Elysium,Platoon
25-34,Male,Academic/Educator,Like,Neutral,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Like,Open Range,Blackfish,Whiplash,Anchorman,Gone Girl
25-34,Male,Artist,Like,Dislike,Like,Neutral,Like,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Dislike,Dislike,Like,Neutral,Like,Like,Like,Up,Step Brothers,Memento,The Avengers,Oldboy
45-49,Male,K-12 Student,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Up,The King's Speech,Inside Out,The Lord of the Rings,1917
Under 18,Male,Other,Like,Neutral,Like,Like,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Neutral,Titanic,Singin' in the Rain,Finding Nemo,500 Days of Summer,The Avengers
45-49,Male,Programmer,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,True Grit,Mamma Mia!,A Walk to Remember,Get Out,3:10 to Yuma
45-49,Female,Retired,Like,Dislike,Neutral,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Dislike,Neutral,Like,Dislike,Neutral,Like,Minions,No Country for Old Men,Borat,It,Harry Potter
18-24,Female,Homemaker,Dislike,Dislike,Neutral,Dislike,Like,Dislike,Like,Neutral,Like,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Neutral,Inside Job,The Cove,Harry Potter,Step Brothers,Superbad
45-49,Female,Programmer,Neutral,Like,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Dislike,Dislike,Neutral,Like,Like,Like,Dislike,Coco,American Sniper,Paranormal Activity,Pirates of the Caribbean,Saving Private Ryan
56+,Other,Programmer,Like,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Neutral,Like,Neutral,Like,Indiana Jones,La La Land,The Silence of the Lambs,The Sound of Music,The Dark Knight
18-24,Other,Sales/Marketing,Like,Like,Like,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Like,Like,Neutral,Like,Silver Linings Playbook,The Jungle Book,Looper,Willow,Gladiator
18-24,Female,Programmer,Like,Dislike,Like,Dislike,Dislike,Like,Like,Like,Dislike,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,West Side Story,The Big Sleep,Goodfellas,Tombstone,Seven
35-44,Male,Programmer,Dislike,Like,Dislike,Like,Like,Neutral,Dislike,Dislike,Dislike,Dislike,Like,Neutral,Like,Dislike,Like,Dislike,Dislike,Dislike,Zodiac,The Others,A Quiet Place,Cars,The 40-Year-Old Virgin
18-24,Female,Retired,Like,Neutral,Dislike,Dislike,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Neutral,Like,Like,Like,The Hateful Eight,John Wick,Superbad,Saving Private Ryan,Oldboy
45-49,Male,Executive/Managerial,Dislike,Dislike,Like,Neutral,Dislike,Like,Neutral,Like,Dislike,Dislike,Like,Like,Like,Neutral,Neutral,Neutral,Dislike,Like,Zodiac,The Girl with the Dragon Tattoo,Inside Out,It,The Shawshank Redemption
25-34,Female,Other,Like,Like,Dislike,Dislike,Neutral,Like,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Neutral,Dislike,Like,Notting Hill,A Quiet Place,The Girl with the Dragon Tattoo,The Shawshank Redemption,500 Days of Summer
56+,Male,College/Grad Student,Like,Like,Like,Like,Neutral,Like,Dislike,Like,Dislike,Dislike,Like,Like,Dislike,Dislike,Dislike,Neutral,Neutral,Neutral,La La Land,Inception,Die Hard,Into the Woods,Grease
18-24,Male,College/Grad Student,Neutral,Like,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Like,Like,Neutral,Neutral,Like,Neutral,Like,Grease,The Pursuit of Happyness,The Maltese Falcon,Toy Story,Memento
35-44,Male,Programmer,Neutral,Like,Like,Like,Dislike,Dislike,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Les Misérables,Blackfish,Whiplash,The Cove,Frozen
35-44,Male,Unemployed,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,National Treasure,Avatar,The Girl on the Train,The Lord of the Rings,Django Unchained
Under 18,Male,Programmer,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Neutral,Like,Superbad,Cars,Goodfellas,Seven,Despicable Me
Under 18,Male,Technician/Engineer,Neutral,Dislike,Neutral,Dislike,Dislike,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,American Sniper,Grease,Letters from Iwo Jima,Singin' in the Rain,Shutter Island
25-34,Male,College/Grad Student,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Dislike,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Avatar,American Beauty,The Third Man,Gilda,Django Unchained
Under 18,Female,College/Grad Student,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Pride and Prejudice,Ice Age,La La Land,Open Range,Django Unchained
Under 18,Male,Artist,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Gone Girl,The Matrix,Full Metal Jacket,Won’t You Be My Neighbor?,Laura
25-34,Female,Clerical/Admin,Like,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Like,Dislike,Willow,The Thin Red Line,The King's Speech,Won’t You Be My Neighbor?,American Beauty
18-24,Male,Self-Employed,Neutral,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Dislike,Like,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,American Beauty,Prisoners,Notting Hill,The Shawshank Redemption,The Girl with the Dragon Tattoo
Under 18,Male,Self-Employed,Like,Neutral,Dislike,Dislike,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Like,Dislike,Like,Like,Skyfall,1917,Fury,West Side Story,Heat
45-49,Female,Tradesman/Craftsman,Like,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Neutral,No Country for Old Men,The Blair Witch Project,Inception,The Dark Knight,Mystic River
Under 18,Female,Technician/Engineer,Like,Neutral,Like,Like,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,The Ring,The Chronicles of Narnia,Willow,Platoon,Zootopia
56+,Male,Lawyer,Dislike,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Like,Like,Like,Like,Gone Girl,Oldboy,Out of the Past,Django Unchained,The Shawshank Redemption
45-49,Male,Academic/Educator,Like,Like,Neutral,Dislike,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,Neutral,Like,Before Sunrise,Oldboy,It,No Country for Old Men,The Ring
Under 18,Male,Tradesman/Craftsman,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,Ratatouille,Citizenfour,The Fault in Our Stars,Dumb and Dumber,Superbad
45-49,Female,Writer,Dislike,Like,Like,Dislike,Neutral,Like,Dislike,Like,Like,Dislike,Like,Neutral,Like,Dislike,Dislike,Like,Dislike,Like,Harry Potter,The Revenant,The Lion King,Coco,Gone Girl
35-44,Female,K-12 Student,Like,Like,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Dislike,Like,Like,Like,Neutral,Dislike,Neutral,Neutral,Sunset Boulevard,The Jungle Book,Notting Hill,National Treasure,Mad Max: Fury Road
35-44,Female,Unemployed,Like,Neutral,Dislike,Like,Dislike,Like,Dislike,Neutral,Dislike,Like,Like,Dislike,Like,Neutral,Dislike,Dislike,Like,Like,The Conjuring,Gilda,Zodiac,Prisoners,Casino
50-55,Male,Scientist,Dislike,Like,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Dislike,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,The Lion King,Ratatouille,Toy Story,Willow,Shutter Island
Under 18,Female,Writer,Like,Dislike,Like,Neutral,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Neutral,Like,Dislike,Dislike,Like,Finding Nemo,No Country for Old Men,Terminator 2,The Lion King,Mystic River
Under 18,Male,College/Grad Student,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Life of Pi,The Avengers,Pan's Labyrinth,Free Solo,The Lord of the Rings
Under 18,Male,Sales/Marketing,Like,Dislike,Neutral,Dislike,Like,Dislike,Neutral,Like,Like,Neutral,Like,Like,Dislike,Neutral,Like,Like,Neutral,Neutral,Harry Potter,Singin' in the Rain,The Silence of the Lambs,Inception,Elysium
45-49,Male,Scientist,Like,Dislike,Dislike,Like,Neutral,Neutral,Dislike,Dislike,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Bolt,Nightcrawler,Ice Age,Pan's Labyrinth,Django Unchained
25-34,Female,Unemployed,Like,Neutral,Like,Neutral,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Neutral,Dislike,Like,Like,Neutral,Zootopia,Black Swan,Platoon,Toy Story,Finding Nemo
18-24,Female,Executive/Managerial,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Won’t You Be My Neighbor?,Mamma Mia!,The Others,The Lord of the Rings,Seven
56+,Female,Sales/Marketing,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Dislike,Neutral,Like,No Country for Old Men,Won’t You Be My Neighbor?,Indiana Jones,Chicago,The Conjuring
18-24,Female,Other,Like,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Shrek,Touch of Evil,Jiro Dreams of Sushi,Elysium,The King's Speech
18-24,Female,Self-Employed,Like,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Like,Like,Like,Like,Singin' in the Rain,The 40-Year-Old Virgin,Grease,Black Swan,The Matrix
50-55,Male,College/Grad Student,Neutral,Like,Like,Neutral,Dislike,Dislike,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Like,The Magnificent Seven,Up,Eragon,Willow,Harry Potter
45-49,Male,Lawyer,Neutral,Like,Dislike,Dislike,Dislike,Like,Like,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Dislike,The Greatest Showman,13th,Mamma Mia!,The Lord of the Rings,The Third Man
Under 18,Female,Doctor/Health Care,Dislike,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Neutral,Grease,Nightcrawler,Blade Runner 2049,Mean Girls,Dune
18-24,Male,Clerical/Admin,Dislike,Like,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Like,Like,The Jungle Book,Platoon,Dumb and Dumber,Django Unchained,Sunset Boulevard
45-49,Female,Programmer,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Like,Dislike,Neutral,Like,Dislike,Neutral,Like,Neutral,Dislike,Like,Neutral,It,The Revenant,National Treasure,Letters from Iwo Jima,The Notebook
50-55,Male,Artist,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,No Country for Old Men,Zootopia,Prisoners,Goodfellas,Silver Linings Playbook
56+,Male,Doctor/Health Care,Neutral,Like,Neutral,Dislike,Dislike,Like,Like,Like,Like,Like,Dislike,Like,Dislike,Like,Like,Neutral,Dislike,Like,Free Solo,Double Indemnity,The King's Speech,Pirates of the Caribbean,Fight Club
25-34,Other,Programmer,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Like,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Neutral,Like,Like,No Country for Old Men,The Dark Knight,1917,The Hateful Eight,The Godfather
Under 18,Female,Doctor/Health Care,Neutral,Dislike,Like,Like,Dislike,Like,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Dislike,Dislike,Dislike,Like,Like,Heat,Inside Out,Pulp Fiction,The Conjuring,Ratatouille
25-34,Male,Customer Service,Neutral,Like,Dislike,Like,Like,Like,Dislike,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Neutral,Like,Neutral,Bridesmaids,Casino,The King's Speech,Avatar,A Walk to Remember
56+,Male,Executive/Managerial,Neutral,Neutral,Dislike,Like,Like,Neutral,Neutral,Neutral,Dislike,Like,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Like,The Big Sleep,Zodiac,The Lego Movie,Open Range,Ice Age
56+,Female,Executive/Managerial,Like,Dislike,Dislike,Like,Dislike,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Like,Dislike,Like,Neutral,Neutral,Chicago,No Country for Old Men,Mystic River,Gone Girl,La La Land
35-44,Male,College/Grad Student,Like,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Like,Neutral,Dislike,Heat,The Green Mile,John Wick,Mad Max: Fury Road,American Gangster
Under 18,Other,Doctor/Health Care,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,Like,Dislike,Like,Neutral,Like,Like,Like,Ice Age,Forrest Gump,Fury,Notting Hill,Silver Linings Playbook
50-55,Female,K-12 Student,Neutral,Dislike,Like,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Like,Neutral,Like,Like,Dislike,Neutral,Neutral,Dislike,Bolt,Moana,Coco,Knives Out,Before Sunrise
18-24,Female,Retired,Like,Neutral,Like,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Dislike,Neutral,The Lion King,The Dark Knight,Zootopia,Jiro Dreams of Sushi,Citizenfour
25-34,Female,Self-Employed,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Neutral,Dislike,Like,Like,Like,Dislike,Neutral,Like,Minions,Open Range,Percy Jackson,Zodiac,Ice Age
18-24,Male,Doctor/Health Care,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Dislike,Dislike,Like,Les Misérables,Forrest Gump,Harry Potter,The Babadook,The Others
18-24,Male,College/Grad Student,Like,Like,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Zodiac,King Kong,Shutter Island,The Social Dilemma,"The Good, the Bad and the Ugly"
50-55,Female,Tradesman/Craftsman,Dislike,Dislike,Neutral,Dislike,Neutral,Neutral,Neutral,Like,Dislike,Neutral,Like,Like,Neutral,Dislike,Dislike,Like,Neutral,Like,The Ring,Into the Woods,"The Good, the Bad and the Ugly",Whiplash,The Hateful Eight
45-49,Female,Lawyer,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Dislike,Dislike,Neutral,Like,Dislike,Like,Dislike,Dislike,Dislike,Neutral,Like,Shrek,The Incredibles,Django Unchained,True Grit,Inside Out
